Date,Open,High,Low,Close,Adj Close,Volume,Mid_Price
2020-01-02,79.79000091552734,80.22000122070312,79.38999938964844,79.87999725341797,65.84445190429688,0.06391880730976064,0.43371522969156695
2020-01-03,80.97000122070312,81.19000244140625,80.25,80.30999755859375,66.19890594482422,0.07630844359183085,0.4483542605794808
2020-01-06,79.7300033569336,79.87999725341797,79.2300033569336,79.7699966430664,65.7537841796875,0.10668846133844087,0.4321695107458232
2020-01-07,80.81999969482422,81.19999694824219,80.18000030517578,81.19999694824219,66.9325180053711,0.12397608040571154,0.45508273727387616
2020-01-08,81.22000122070312,81.25,80.02999877929688,80.9000015258789,66.68523406982422,0.08208661888450207,0.4559920490026619
2020-01-09,81.5,81.83999633789062,81.16999816894531,81.48999786376953,67.17156982421875,0.15977563428715114,0.46390253382543545
2020-01-10,81.62999725341797,82.5,81.6050033569336,82.5,68.00408172607422,0.15144145769092648,0.47426804932273847
2020-01-13,82.0999984741211,82.58000183105469,81.7300033569336,82.4800033569336,67.98760986328125,0.0650226769237026,0.47835974399003933
2020-01-14,82.95999908447266,83.5199966430664,82.7699966430664,83.16999816894531,68.5563735961914,0.14115447018607308,0.49245317396653276
2020-01-15,83.0999984741211,83.7699966430664,83.0999984741211,83.66000366210938,68.96028137207031,0.10129405813673312,0.49818153262660503
2020-01-16,84.0,84.45999908447266,83.87999725341797,84.45999908447266,69.61970520019531,0.16242622899293177,0.513638860825532
2020-01-17,84.73999786376953,84.95999908447266,84.01000213623047,84.05000305175781,69.2817611694336,0.12300843248895277,0.516639423040737
2020-01-20,84.0,84.4000015258789,83.83000183105469,83.93000030517578,69.1828384399414,0.09775931203664155,0.5088198138942457
2020-01-21,83.87999725341797,83.87999725341797,83.19999694824219,83.4800033569336,68.8119125366211,0.09437296420992346,0.5036370561455943
2020-01-22,83.5,84.55999755859375,83.48999786376953,84.44999694824219,69.61146545410156,0.1983089794811495,0.5090016346175557
2020-01-23,84.44000244140625,84.94999694824219,84.26000213623047,84.5199966430664,69.6691665649414,0.10527549863529373,0.5181851419864805
2020-01-24,84.9000015258789,85.4000015258789,84.7699966430664,84.94000244140625,70.01537322998047,0.14927834591469571,0.5261866412270269
2020-01-28,83.69999694824219,84.06999969482422,83.54000091552734,84.0199966430664,69.25702667236328,0.11533521004563937,0.5069103147603915
2020-01-29,84.44000244140625,84.86000061035156,84.16000366210938,84.61000061035156,69.74336242675781,0.09157721032000223,0.5190035086682387
2020-01-30,84.83999633789062,85.44000244140625,84.68000030517578,85.44000244140625,70.42752075195312,0.16948486424587136,0.5301873214765549
2020-01-31,85.56999969482422,85.97000122070312,84.9000015258789,85.26000213623047,70.2791519165039,0.3816813788299006,0.5351882585018963
2020-02-03,84.1500015258789,84.94999694824219,84.05999755859375,84.55000305175781,69.69390106201172,0.10730754726386035,0.5158211257297238
2020-02-04,84.4000015258789,84.69000244140625,83.96499633789062,84.30999755859375,69.4960708618164,0.13276630876930026,0.5159120014060061
2020-02-05,85.0,85.0,83.27999877929688,83.27999877929688,68.64704132080078,0.168887492214939,0.5120021968327606
